id,score,kill,reason,idea
3625,9,False,"Pure price/volume indicators, clear rules, good fit.","A volatility breakout strategy entering when price closes outside both Bollinger Bands and Keltner Channels with volume above 20-day average, exiting upon re-entry into either channel."
3626,8,False,"Uses only OHLCV indicators, clear logic.","Trade volatility contractions by entering when Bollinger Band width narrows below a rolling percentile and volume surges past its 20-day average, exiting at mean reversion signaled by MACD histogram flip."
3627,1,True,"Requires VIX, VVIX, S&P 500 data.","Trade VIX-VVIX term structure divergence: go long/short S&P 500 when VIX futures switch to backwardation while VVIX remains in contango, exiting when term structures realign within 3 standard deviations of their 30-day correlation."
3628,10,False,"Pure price indicators, clear entry/exit, works on any asset.","A momentum strategy that triggers long entries when price crosses above a 50-period EMA while the 14-period RSI is below 30, with exits on a 2:1 risk-reward ratio."
3629,1,True,Requires funding rates and options market data.,Liquidation clustering strategy combining short-term funding rate inversions with sudden spikes in negative skewness from options markets to anticipate and trade impending cascades.
3630,8,False,"Uses only OHLCV indicators, clear entry/exit.","Trade breakouts when the ADX(25) crosses above 30 while price closes beyond a volatility-squeeze Bollinger Band, with exits triggered by 2-period volume confirmation below the 50-day average."
3631,9,False,"Pure price/volume indicators, clear rules, good fit.","Trade breakouts when price crosses the upper Bollinger Band while the MACD histogram is expanding, with exits on a 2:1 profit-to-loss ratio or when price re-enters the band."
3632,2,True,Requires order book imbalance analysis.,"Trade breakouts when price approaches liquidation clusters identified via order book imbalance analysis, confirmed by a sudden drop in Bollinger Band width to a 10-day low, with exits triggered by volatility expansion above threshold."
3633,2,True,Requires orderbook liquidity clusters.,"Trade Bollinger Band squeeze breakouts coinciding with orderbook liquidity clusters, entering on a surge in volume delta and exiting at the next significant liquidation level."
3634,2,True,"Requires TICK index, an equity market data.","Bollinger Band squeeze combined with increasing volume divergence and a spike in TICK index values to trade breakouts, exiting on opposing Keltner Channel touch."
3635,2,True,Requires liquidation heatmap clusters.,"A strategy that triggers long/short entries when Bollinger Band squeezes coincide with sudden spikes in liquidation heatmap clusters, exiting on volume-weighted MACD crossovers."
3636,2,True,Requires exchange netflow data.,"Combine ADX trend strength decay with exchange netflow divergence to trigger contrarian entries, exiting when ADX resumes uptrend or netflow reverses."
3637,2,True,Requires order book heatmap analysis.,"Trade breakouts from clustered liquidation levels detected via order book heatmap analysis combined with volatility contraction signals from Bollinger Band Width, entering on volume-confirmed breaches of liquidation clusters."
3638,9,False,"Pure price indicators, clear entry/exit, good fit.","A breakout strategy that triggers when price crosses a 20-period Donchian channel while the ADX rises above 25, with exits on a 2:1 reward-to-risk ratio based on recent ATR."
3639,8,False,"Uses only OHLCV indicators, clear logic.","A volatility squeeze strategy combining Bollinger Bandwidth contraction and increasing on-balance volume divergence, entering on breakout confirmation and exiting when bandwidth expands beyond historical volatility percentiles."
3640,9,False,"Pure price/volume indicators, clear rules, good fit.","Trade breakouts from consolidation ranges defined by narrowing Keltner Channels, filtered by increasing volume and confirmed with a MACD histogram upturn, exiting on channel width expansion."
3641,2,True,Requires volume-profile voids and delta divergence.,"Trade breakouts following liquidity gaps identified via volume-profile voids, confirmed by a surge in delta divergence and Bollinger Bandwidth contraction, exiting on retracement into the gap."
3642,2,True,Requires exchange-reported liquidation clusters.,"Trade counter-trend positions when exchange-reported liquidation clusters align with a volatility contraction pattern, entering on breakout and exiting after liquidity absorption."
3643,8,False,"Uses only OHLCV indicators, clear contrarian logic.","Contrarian volatility strategy entering when Bollinger Band width expands beyond 2 standard deviations and ADX falls below 25, signaling high volatility without trend, exiting at opposite band touch."
3644,9,False,"Pure price/volume indicators, clear entry/exit rules.","A breakout strategy that triggers when price crosses a 20-day high/low while the Chaikin Money Flow crosses its 10-day moving average, with exits based on a trailing 2x ATR stop."
3645,10,False,"Pure OHLCV indicators, clear entry/exit rules.","Volatility contraction breakout strategy using Bollinger Band Width percentile under 10 combined with a surge in volume exceeding 2x 30-day average, exiting on Bollinger midline reversion or opposing band touch."
3646,10,False,"Uses only OHLCV indicators, clear logic.","Bollinger Band squeeze combined with decreasing ADX and rising volume to signal breakout entries, exiting on ADX reversal below threshold with trailing stop based on Chandelier Exit."
3647,1,True,Requires liquidation event data.,"Trade breakouts following clusters of liquidation events near key support/resistance levels, entering when volatility contracts below a 10-day average and exits on ATR-confirmed expansion."
3648,1,True,Requires funding rate data.,Liquidation-based reversal strategy using a 1-hour price deviation threshold from the 5-period moving average combined with normalized funding rate reversion to capture post-cascade bounces.
3649,10,False,"Pure OHLCV indicators, clear entry/exit.","Trade volatility contractions using Bollinger Band width percentile under 10% combined with a surge in volume exceeding 50% of the 30-day average, entering on breakout direction and exiting at opposing band touch or 48-hour timeout."
3650,1,True,Requires open interest and funding rate data.,"Enter long positions when a sharp decline in open interest coincides with a reversal from extreme negative funding rates, targeting a retracement of the liquidation-driven price drop with stops based on volatility-adjusted Fibonacci levels."
3651,1,True,Requires liquidation heatmaps and funding rates.,"Trade volatility expansions post-liquidation cascades by combining clustered liquidation levels from heatmaps with Bollinger Band squeezes, entering when price breaches the lower band amid high perpetual funding rates."
3652,10,False,"Uses only OHLCV indicators, clear rules.","Trade breakouts when Bollinger Band width contracts below a historical percentile while volume surges, using ADX to confirm trend strength and dynamic trailing stops based on Keltner Channel expansion."
3653,10,False,"Pure OHLCV indicators, clear entry/exit.","Trade breakouts when price crosses a 50-period EMA while the Bollinger Band width is at its lowest level in 20 days, with exits on a fixed 2:1 risk-reward ratio."
3654,10,False,"Uses only OHLCV indicators, clear logic.","A breakout strategy that triggers when price crosses a 20-period Donchian channel while the Bollinger Band width is at a 6-month low, with exits based on a trailing percentage of recent average true range."
3655,1,True,Requires liquidation clusters and order book data.,"Trade long volatility breakouts triggered by a confluence of high liquidation clusters identified via order book delta and a narrowing Bollinger Band width, exiting on retracement to volume-weighted average price."
